Iteration-index		e_normA		r_norm2
59582		0.0043766652		0.0022779004
59583		0.0043764313		0.0018072545
59584		0.0043762931		0.0016773264
59585		0.0043761308		0.0019908531
59586		0.0043758957		0.0024439375
59587		0.0043755721		0.0023540997
59588		0.0043753223		0.0020414640
59589		0.0043751203		0.0018438019
59590		0.0043749444		0.0020958290
59591		0.0043747386		0.0019313589
59592		0.0043745531		0.0020625600
59593		0.0043742790		0.0024812104
59594		0.0043739729		0.0025585311
59595		0.0043736483		0.0027234381
59596		0.0043731521		0.0033956983
59597		0.0043723677		0.0045874089
59598		0.0043712008		0.0050331497
59599		0.0043697107		0.0055523505
59600		0.0043684358		0.0046529577
59601		0.0043674706		0.0042487840
59602		0.0043667145		0.0040211884
59603		0.0043658119		0.0039845123
59604		0.0043650599		0.0036987010
59605		0.0043645348		0.0033512003
59606		0.0043639496		0.0029501635
59607		0.0043635509		0.0028726293
59608		0.0043631695		0.0026896590
59609		0.0043628442		0.0023979933
59610		0.0043625110		0.0024879601
59611		0.0043622213		0.0022807129
59612		0.0043620559		0.0017661921
59613		0.0043618737		0.0017890967
59614		0.0043617152		0.0017867194
59615		0.0043615695		0.0019694912
59616		0.0043613594		0.0020300011
59617		0.0043610799		0.0024968702
59618		0.0043608164		0.0020267596
59619		0.0043606125		0.0019295016
59620		0.0043604369		0.0019278312
59621		0.0043602471		0.0019076520
59622		0.0043600678		0.0017838660
59623		0.0043598729		0.0020922565
59624		0.0043596472		0.0020948196
59625		0.0043594593		0.0018851046
59626		0.0043592907		0.0014367039
59627		0.0043591645		0.0013421112
59628		0.0043590288		0.0018010700
59629		0.0043588142		0.0024258926
59630		0.0043584986		0.0027158426
59631		0.0043580380		0.0035043043
59632		0.0043574782		0.0033811961
59633		0.0043569436		0.0032618726
59634		0.0043564092		0.0037391044
59635		0.0043557510		0.0037316497
59636		0.0043549393		0.0040806866
59637		0.0043539064		0.0038253199
59638		0.0043531949		0.0038387333
59639		0.0043524565		0.0030288997
59640		0.0043518842		0.0033333027
59641		0.0043513897		0.0031113436
59642		0.0043510091		0.0027258412
59643		0.0043507394		0.0021081691
59644		0.0043505604		0.0018353310
59645		0.0043503347		0.0021053863
59646		0.0043500966		0.0023082859
59647		0.0043498395		0.0024343966
59648		0.0043496005		0.0019622838
59649		0.0043493781		0.0021801122
59650		0.0043491730		0.0018334056
59651		0.0043490194		0.0015474917
59652		0.0043489147		0.0015829686
59653		0.0043487938		0.0016219218
59654		0.0043486927		0.0014178943
59655		0.0043485358		0.0017599792
59656		0.0043483614		0.0018421125
59657		0.0043482271		0.0014405840
59658		0.0043481364		0.0012229686
59659		0.0043480680		0.0012821650
59660		0.0043479697		0.0013582867
59661		0.0043478637		0.0015582055
59662		0.0043477596		0.0016004247
59663		0.0043476553		0.0012337758
59664		0.0043475826		0.0011406513
59665		0.0043475076		0.0013835443
59666		0.0043474093		0.0015254869
59667		0.0043472560		0.0019722087
59668		0.0043470795		0.0021076165
59669		0.0043467845		0.0026535241
59670		0.0043464226		0.0026532776
59671		0.0043460960		0.0024425651
59672		0.0043457672		0.0024997221
59673		0.0043452746		0.0033659658
59674		0.0043447533		0.0033267749
59675		0.0043442888		0.0029271015
59676		0.0043438614		0.0028723196
59677		0.0043433121		0.0030288126
59678		0.0043427220		0.0032666275
59679		0.0043420019		0.0041319944
59680		0.0043411087		0.0044713905
59681		0.0043401825		0.0043871723
59682		0.0043392633		0.0040057723
59683		0.0043386523		0.0025808295
59684		0.0043384077		0.0019511154
59685		0.0043382912		0.0012510829
59686		0.0043382230		0.0011583474
59687		0.0043381476		0.0013685127
59688		0.0043380338		0.0014924521
59689		0.0043378987		0.0015685544
59690		0.0043377604		0.0016409949
59691		0.0043375979		0.0017163301
59692		0.0043374790		0.0015969903
59693		0.0043373791		0.0014184789
59694		0.0043372433		0.0016172764
59695		0.0043370998		0.0016006121
59696		0.0043369768		0.0017953655
59697		0.0043368020		0.0019917794
59698		0.0043364782		0.0029836519
59699		0.0043358514		0.0040997532
59700		0.0043347505		0.0053474227
59701		0.0043330755		0.0061020404
59702		0.0043314156		0.0056721699
59703		0.0043299378		0.0049352484
59704		0.0043288693		0.0042715249
59705		0.0043281181		0.0030435526
59706		0.0043276340		0.0028603899
59707		0.0043273203		0.0020379322
59708		0.0043271478		0.0016941000
59709		0.0043270071		0.0016446567
59710		0.0043268562		0.0018164675
59711		0.0043266870		0.0018713851
59712		0.0043265333		0.0019604536
59713		0.0043263827		0.0014946312
59714		0.0043262831		0.0011881515
59715		0.0043262311		0.0009749113
59716		0.0043261706		0.0010886673
59717		0.0043261103		0.0011007273
59718		0.0043260491		0.0009140534
59719		0.0043259961		0.0009803227
59720		0.0043259473		0.0009830151
59721		0.0043258650		0.0014999594
59722		0.0043257302		0.0017250199
59723		0.0043255482		0.0020376714
59724		0.0043252967		0.0028135989
59725		0.0043248607		0.0032093019
59726		0.0043241914		0.0037890394
59727		0.0043233123		0.0041921860
59728		0.0043220190		0.0050371127
59729		0.0043200869		0.0063794049
59730		0.0043180177		0.0064095768
59731		0.0043163005		0.0055525924
59732		0.0043150369		0.0043860972
59733		0.0043142720		0.0034445208
59734		0.0043137889		0.0029418031
59735		0.0043134605		0.0019486420
59736		0.0043133397		0.0014260487
59737		0.0043132541		0.0010361128
59738		0.0043132024		0.0011155932
59739		0.0043131272		0.0013972115
59740		0.0043130477		0.0013208691
59741		0.0043129347		0.0016173643
59742		0.0043127739		0.0018980449
59743		0.0043125283		0.0024480665
59744		0.0043122949		0.0021784228
59745		0.0043119565		0.0025829795
59746		0.0043116456		0.0028544732
59747		0.0043111995		0.0027731647
59748		0.0043107897		0.0025982669
59749		0.0043105575		0.0018926187
59750		0.0043103375		0.0022149451
59751		0.0043100896		0.0027353563
59752		0.0043096447		0.0030316562
59753		0.0043092528		0.0024997199
59754		0.0043089732		0.0022288607
59755		0.0043086718		0.0024964021
59756		0.0043082621		0.0029724866
59757		0.0043076776		0.0039726724
59758		0.0043067709		0.0044108194
59759		0.0043059129		0.0041161636
59760		0.0043053418		0.0030149364
59761		0.0043048774		0.0027279187
59762		0.0043045468		0.0027378008
59763		0.0043041890		0.0021768972
59764		0.0043039381		0.0021717202
59765		0.0043037404		0.0019748371
59766		0.0043035116		0.0020798086
59767		0.0043033209		0.0020600379
59768		0.0043030760		0.0021474628
59769		0.0043028298		0.0020993939
59770		0.0043025846		0.0020267480
59771		0.0043024051		0.0015691106
59772		0.0043022898		0.0012682937
59773		0.0043022036		0.0012025983
59774		0.0043021238		0.0010816744
59775		0.0043020627		0.0009468690
59776		0.0043020303		0.0007840608
59777		0.0043020000		0.0007184442
59778		0.0043019677		0.0008634247
59779		0.0043019255		0.0010184592
59780		0.0043018671		0.0012956868
59781		0.0043017120		0.0018669515
59782		0.0043014451		0.0029664467
59783		0.0043009427		0.0034999357
59784		0.0043002378		0.0038829339
59785		0.0042994594		0.0042094164
59786		0.0042986565		0.0038990395
59787		0.0042979349		0.0034683095
59788		0.0042974610		0.0028785969
59789		0.0042971353		0.0024581652
59790		0.0042968810		0.0020587050
59791		0.0042967299		0.0015637589
59792		0.0042966267		0.0013286803
59793		0.0042965182		0.0014267838
59794		0.0042964292		0.0012626993
59795		0.0042963543		0.0013151185
59796		0.0042962459		0.0014412531
59797		0.0042961534		0.0012612234
59798		0.0042960864		0.0010577344
59799		0.0042960204		0.0010988695
59800		0.0042959644		0.0010624863
59801		0.0042959147		0.0008457528
59802		0.0042958780		0.0009105409
59803		0.0042958364		0.0008657389
59804		0.0042958036		0.0008083039
59805		0.0042957731		0.0007117128
59806		0.0042957488		0.0006760009
59807		0.0042957212		0.0007719411
59808		0.0042956875		0.0009422882
59809		0.0042956299		0.0011069174
59810		0.0042955467		0.0014261231
59811		0.0042954390		0.0014778421
59812		0.0042953407		0.0015166367
59813		0.0042952237		0.0014277672
59814		0.0042951317		0.0013282266
59815		0.0042950383		0.0013488994
59816		0.0042949306		0.0014463155
59817		0.0042948086		0.0015769524
59818		0.0042947016		0.0014689093
59819		0.0042945764		0.0017035346
59820		0.0042944111		0.0017896584
59821		0.0042942063		0.0021593401
59822		0.0042939813		0.0020472847
59823		0.0042937646		0.0021616657
59824		0.0042936048		0.0014399153
59825		0.0042935166		0.0011692525
59826		0.0042934605		0.0009203837
59827		0.0042934264		0.0007948291
59828		0.0042934008		0.0006689966
59829		0.0042933809		0.0005987584
59830		0.0042933638		0.0006271537
59831		0.0042933477		0.0005898061
59832		0.0042933269		0.0006542776
59833		0.0042933051		0.0006169105
59834		0.0042932829		0.0006317754
59835		0.0042932661		0.0005931796
59836		0.0042932494		0.0005119396
59837		0.0042932368		0.0005326653
59838		0.0042932201		0.0006578414
59839		0.0042931916		0.0008530751
59840		0.0042931455		0.0010614066
59841		0.0042930690		0.0014566653
59842		0.0042929160		0.0020042812
59843		0.0042926385		0.0021267629
59844		0.0042924012		0.0020454493
59845		0.0042922143		0.0018687736
59846		0.0042920380		0.0017176802
59847		0.0042919103		0.0015956092
59848		0.0042918085		0.0013068862
59849		0.0042917350		0.0011501192
59850		0.0042916896		0.0009003833
59851		0.0042916491		0.0007493221
59852		0.0042916163		0.0007153353
59853		0.0042915939		0.0006538004
59854		0.0042915721		0.0006316485
59855		0.0042915567		0.0005356280
59856		0.0042915427		0.0004771343
59857		0.0042915329		0.0004949822
59858		0.0042915210		0.0004746392
59859		0.0042915085		0.0005421039
59860		0.0042914951		0.0005083834
59861		0.0042914805		0.0006342578
59862		0.0042914397		0.0010108684
59863		0.0042913791		0.0013120577
59864		0.0042912486		0.0018248690
59865		0.0042910737		0.0021134037
59866		0.0042908326		0.0021372708
59867		0.0042906221		0.0019286022
59868		0.0042904473		0.0015294413
59869		0.0042903670		0.0011266664
59870		0.0042903155		0.0008731141
59871		0.0042902795		0.0007016504
59872		0.0042902549		0.0006083964
59873		0.0042902434		0.0004697199
59874		0.0042902342		0.0004301042
59875		0.0042902257		0.0004082333
59876		0.0042902139		0.0005235092
59877		0.0042901987		0.0005816532
59878		0.0042901835		0.0005189004
59879		0.0042901707		0.0005512647
59880		0.0042901488		0.0006622948
59881		0.0042901249		0.0007074922
59882		0.0042901011		0.0006555821
59883		0.0042900745		0.0006900985
59884		0.0042900395		0.0008225029
59885		0.0042900031		0.0009123517
59886		0.0042899476		0.0009839532
59887		0.0042899031		0.0009442886
59888		0.0042898640		0.0008591572
59889		0.0042898233		0.0008499140
59890		0.0042897964		0.0006827517
59891		0.0042897761		0.0006265462
59892		0.0042897569		0.0006108279
59893		0.0042897380		0.0005955104
59894		0.0042897184		0.0005717096
59895		0.0042897012		0.0005590652
59896		0.0042896859		0.0005152981
59897		0.0042896687		0.0005802939
59898		0.0042896477		0.0006543616
59899		0.0042896274		0.0006624613
59900		0.0042895890		0.0008985528
59901		0.0042895545		0.0009507509
59902		0.0042895058		0.0009623860
59903		0.0042894515		0.0008762654
59904		0.0042894046		0.0008896691
59905		0.0042893572		0.0010040234
59906		0.0042893087		0.0009521259
59907		0.0042892532		0.0011463321
59908		0.0042891818		0.0012075650
59909		0.0042891025		0.0011688536
59910		0.0042890490		0.0009678040
59911		0.0042890089		0.0007613692
59912		0.0042889759		0.0008617684
59913		0.0042889400		0.0009919850
59914		0.0042888962		0.0008796197
59915		0.0042888598		0.0007567832
59916		0.0042888274		0.0008160748
59917		0.0042887962		0.0006909349
59918		0.0042887765		0.0005971730
59919		0.0042887603		0.0006139882
59920		0.0042887422		0.0006512668
59921		0.0042887074		0.0009093151
59922		0.0042886636		0.0011068934
59923		0.0042885811		0.0012564075
59924		0.0042884966		0.0013929246
59925		0.0042883880		0.0013975738
59926		0.0042882991		0.0011957854
59927		0.0042882211		0.0012376904
59928		0.0042881352		0.0013265305
59929		0.0042880360		0.0012986493
59930		0.0042879319		0.0013817007
59931		0.0042878396		0.0013039283
59932		0.0042877679		0.0010402488
59933		0.0042877178		0.0009600902
59934		0.0042876751		0.0008919351
59935		0.0042876291		0.0010457824
59936		0.0042875836		0.0009185423
59937		0.0042875428		0.0009708647
59938		0.0042874947		0.0010397528
59939		0.0042874373		0.0009774551
59940		0.0042873919		0.0010871197
59941		0.0042873235		0.0012137836
59942		0.0042872474		0.0012847956
59943		0.0042871826		0.0010315315
59944		0.0042871432		0.0007877741
59945		0.0042871113		0.0006992267
59946		0.0042870874		0.0006527190
59947		0.0042870611		0.0008328347
59948		0.0042870311		0.0008324865
59949		0.0042869920		0.0008601763
59950		0.0042869580		0.0008867862
59951		0.0042869090		0.0009473516
59952		0.0042868581		0.0010590944
59953		0.0042867994		0.0010653077
59954		0.0042867136		0.0011095718
59955		0.0042866499		0.0011675073
59956		0.0042865969		0.0010304861
59957		0.0042865473		0.0010517289
59958		0.0042864793		0.0012040254
59959		0.0042864149		0.0012138431
59960		0.0042863209		0.0014905518
59961		0.0042861982		0.0016143553
59962		0.0042860773		0.0015328068
59963		0.0042859641		0.0016200415
59964		0.0042857794		0.0019798913
59965		0.0042855791		0.0020016493
59966		0.0042853969		0.0017608236
59967		0.0042852617		0.0014896489
59968		0.0042851657		0.0014650743
59969		0.0042850563		0.0015736632
59970		0.0042848872		0.0016903080
59971		0.0042847293		0.0017617719
59972		0.0042845653		0.0017683879
59973		0.0042844701		0.0011830809
59974		0.0042844040		0.0009145554
59975		0.0042843653		0.0008058816
59976		0.0042843361		0.0007703501
59977		0.0042843059		0.0006774280
59978		0.0042842794		0.0007613588
59979		0.0042842538		0.0007808539
59980		0.0042842150		0.0008895690
59981		0.0042841806		0.0007776597
59982		0.0042841496		0.0008820590
59983		0.0042840990		0.0009710906
59984		0.0042840294		0.0011354080
59985		0.0042839567		0.0011746123
59986		0.0042839060		0.0009439151
59987		0.0042838610		0.0010422686
59988		0.0042838021		0.0012302261
59989		0.0042836982		0.0015897088
59990		0.0042835588		0.0015519284
59991		0.0042834062		0.0014797030
59992		0.0042832687		0.0017297685
59993		0.0042830819		0.0018667634
59994		0.0042828803		0.0018548390
59995		0.0042826954		0.0017403699
59996		0.0042825665		0.0016236248
59997		0.0042824425		0.0016119692
59998		0.0042822897		0.0017876270
59999		0.0042821311		0.0017504257
60000		0.0042819046		0.0021121238
60001		0.0042816895		0.0020642974
60002		0.0042815005		0.0021661052
60003		0.0042812376		0.0022942292
60004		0.0042809952		0.0021733213
60005		0.0042808327		0.0015811360
60006		0.0042807171		0.0014072713
60007		0.0042806279		0.0011834720
60008		0.0042805588		0.0011770002
60009		0.0042804929		0.0011127023
60010		0.0042804241		0.0010573431
60011		0.0042803586		0.0010472955
60012		0.0042803039		0.0011314489
60013		0.0042802281		0.0013527806
60014		0.0042801388		0.0012618632
60015		0.0042800479		0.0013169423
60016		0.0042799459		0.0014848720
60017		0.0042798349		0.0016644490
60018		0.0042796852		0.0018966141
60019		0.0042795073		0.0020531802
60020		0.0042793284		0.0015790519
60021		0.0042791851		0.0015754395
60022		0.0042790794		0.0013244651
60023		0.0042790024		0.0012345896
60024		0.0042789337		0.0009850881
60025		0.0042788867		0.0010011915
60026		0.0042788350		0.0010828475
60027		0.0042787773		0.0012144814
60028		0.0042786894		0.0012196553
60029		0.0042785934		0.0013283136
60030		0.0042784908		0.0012799059
60031		0.0042784027		0.0015112065
60032		0.0042782865		0.0015770154
60033		0.0042781378		0.0016751790
60034		0.0042780117		0.0013460809
60035		0.0042779162		0.0011580978
60036		0.0042778399		0.0010956912
60037		0.0042777752		0.0011981366
60038		0.0042777149		0.0012868887
60039		0.0042776087		0.0014012315
60040		0.0042775230		0.0013425580
60041		0.0042773997		0.0015314691
60042		0.0042772685		0.0019131753
60043		0.0042770090		0.0024006586
60044		0.0042766488		0.0025563670
60045		0.0042763040		0.0028097296
60046		0.0042759823		0.0024645874
60047		0.0042756869		0.0021440228
60048		0.0042754969		0.0017046065
60049		0.0042753419		0.0017250640
60050		0.0042752242		0.0015308214
60051		0.0042751098		0.0015667223
60052		0.0042749923		0.0014592532
60053		0.0042748948		0.0013859201
60054		0.0042748010		0.0013606466
60055		0.0042747190		0.0013205404
60056		0.0042746332		0.0011069597
60057		0.0042745784		0.0010031676
60058		0.0042745359		0.0009669540
60059		0.0042744913		0.0009945368
60060		0.0042744453		0.0008382234
60061		0.0042744086		0.0008736288
60062		0.0042743642		0.0009629215
60063		0.0042743140		0.0010587954
60064		0.0042742478		0.0011369509
60065		0.0042741817		0.0011666931
60066		0.0042741170		0.0011774112
60067		0.0042740216		0.0015208266
60068		0.0042738447		0.0021205755
60069		0.0042735956		0.0025075682
60070		0.0042731725		0.0026638101
60071		0.0042726843		0.0025970474
60072		0.0042723756		0.0025191832
60073		0.0042720488		0.0022557685
60074		0.0042718146		0.0023886203
60075		0.0042715786		0.0020215395
60076		0.0042714005		0.0015775160
60077		0.0042712790		0.0014306913
60078		0.0042711744		0.0014506039
60079		0.0042710845		0.0012050249
60080		0.0042710044		0.0012440177
60081		0.0042709319		0.0012302358
60082		0.0042708456		0.0011302144
60083		0.0042707797		0.0010790389
60084		0.0042707252		0.0010454428
60085		0.0042706661		0.0011289593
60086		0.0042705917		0.0013004035
60087		0.0042704960		0.0014711869
60088		0.0042703657		0.0016090385
60089		0.0042702594		0.0015662226
60090		0.0042701434		0.0015752153
60091		0.0042700102		0.0017556920
60092		0.0042698401		0.0017346103
60093		0.0042696814		0.0016467533
60094		0.0042695159		0.0017437634
60095		0.0042693603		0.0017689447
60096		0.0042692200		0.0017212075
60097		0.0042690758		0.0018032692
60098		0.0042689350		0.0016470708
60099		0.0042687829		0.0018334399
60100		0.0042686260		0.0017494722
60101		0.0042684498		0.0019232413
60102		0.0042682731		0.0018320950
60103		0.0042681514		0.0014456420
60104		0.0042680634		0.0012721250
60105		0.0042679813		0.0010530142
60106		0.0042679292		0.0009789181
60107		0.0042678860		0.0008911793
60108		0.0042678466		0.0008494807
60109		0.0042678143		0.0008373350
60110		0.0042677723		0.0010202852
60111		0.0042677199		0.0010413904
60112		0.0042676677		0.0008797066
60113		0.0042676315		0.0008079008
60114		0.0042676042		0.0006812296
60115		0.0042675721		0.0008115086
60116		0.0042675309		0.0011158093
60117		0.0042674303		0.0016811238
60118		0.0042672917		0.0017544571
60119		0.0042671194		0.0016706073
60120		0.0042669311		0.0018841852
60121		0.0042666785		0.0021554081
60122		0.0042664443		0.0023146068
60123		0.0042662079		0.0019023977
60124		0.0042660241		0.0016485659
60125		0.0042658776		0.0016910288
60126		0.0042656684		0.0018745250
60127		0.0042654986		0.0020535621
60128		0.0042653103		0.0018657942
60129		0.0042651024		0.0019590911
60130		0.0042649248		0.0018749409
60131		0.0042647700		0.0014757719
60132		0.0042646623		0.0012998722
60133		0.0042645814		0.0012642865
60134		0.0042644875		0.0014948428
60135		0.0042643619		0.0017653291
60136		0.0042641623		0.0018120110
60137		0.0042639727		0.0019365417
60138		0.0042638105		0.0018301528
60139		0.0042636640		0.0016735659
60140		0.0042635218		0.0016191300
60141		0.0042634147		0.0014970571
60142		0.0042633086		0.0014766060
60143		0.0042631886		0.0013146001
60144		0.0042630954		0.0013000162
60145		0.0042630152		0.0011674690
60146		0.0042629637		0.0008096887
60147		0.0042629297		0.0008422289
60148		0.0042628969		0.0008341795
60149		0.0042628571		0.0008681238
60150		0.0042628117		0.0010412714
60151		0.0042627560		0.0012329751
60152		0.0042626689		0.0015125625
60153		0.0042624919		0.0021962787
60154		0.0042621799		0.0023212726
60155		0.0042619424		0.0023090458
60156		0.0042616948		0.0020459251
60157		0.0042614151		0.0021573672
60158		0.0042611684		0.0021505179
60159		0.0042608973		0.0025102832
60160		0.0042605957		0.0025555902
60161		0.0042602439		0.0023814675
60162		0.0042599551		0.0021904949
60163		0.0042597536		0.0016055916
60164		0.0042596372		0.0013774711
60165		0.0042595512		0.0013182457
60166		0.0042594577		0.0015558693
60167		0.0042593321		0.0016042257
60168		0.0042592102		0.0016076032
60169		0.0042590796		0.0017259573
60170		0.0042588964		0.0018539381
60171		0.0042587576		0.0016143026
60172		0.0042586518		0.0015178222
60173		0.0042585215		0.0016386689
60174		0.0042583875		0.0015482494
60175		0.0042582463		0.0017727395
60176		0.0042580780		0.0018452748
60177		0.0042578699		0.0019064954
60178		0.0042576329		0.0021333038
60179		0.0042574535		0.0017440941
60180		0.0042572979		0.0016114911
60181		0.0042571427		0.0018338257
60182		0.0042570008		0.0017071259
60183		0.0042568476		0.0018865594
60184		0.0042567060		0.0015242269
60185		0.0042565675		0.0016829295
60186		0.0042564283		0.0013743425
60187		0.0042563363		0.0015218053
60188		0.0042562355		0.0015891871
60189		0.0042560548		0.0020353968
60190		0.0042558196		0.0023490971
60191		0.0042555511		0.0019013055
60192		0.0042553022		0.0021243972
60193		0.0042550674		0.0020571703
60194		0.0042548355		0.0018057842
60195		0.0042547043		0.0015196577
60196		0.0042546086		0.0012414647
60197		0.0042545420		0.0012149965
60198		0.0042544553		0.0012782178
60199		0.0042543667		0.0013665374
60200		0.0042542423		0.0016173257
60201		0.0042541128		0.0018112571
60202		0.0042539478		0.0016533221
60203		0.0042537941		0.0017342410
60204		0.0042536387		0.0019502913
60205		0.0042534310		0.0022879856
60206		0.0042530742		0.0026351786
60207		0.0042527490		0.0023196420
60208		0.0042524877		0.0023736162
60209		0.0042522137		0.0023053600
60210		0.0042519465		0.0020810951
60211		0.0042517392		0.0021887326
60212		0.0042515032		0.0019268629
60213		0.0042513442		0.0017736918
60214		0.0042511282		0.0020890432
60215		0.0042508220		0.0025775199
60216		0.0042503734		0.0032647725
60217		0.0042497611		0.0034094590
60218		0.0042491206		0.0033870291
60219		0.0042484936		0.0032987681
60220		0.0042479337		0.0028554010
60221		0.0042475442		0.0026399328
60222		0.0042472337		0.0027899298
60223		0.0042468312		0.0030486465
60224		0.0042462799		0.0029281476
60225		0.0042458553		0.0026833161
60226		0.0042455718		0.0020494941
60227		0.0042454271		0.0015912310
60228		0.0042452765		0.0015221797
60229		0.0042451837		0.0013184559
60230		0.0042450778		0.0013631223
60231		0.0042449981		0.0010324569
60232		0.0042449304		0.0010971965
60233		0.0042448577		0.0012626261
60234		0.0042447621		0.0016399964
60235		0.0042446272		0.0019062950
60236		0.0042443616		0.0023375205
60237		0.0042440399		0.0023841361
60238		0.0042437647		0.0024383470
60239		0.0042434245		0.0027095137
60240		0.0042430901		0.0024883326
60241		0.0042428356		0.0020477312
60242		0.0042426488		0.0017717313
60243		0.0042424718		0.0022029420
60244		0.0042422218		0.0023845885
60245		0.0042418903		0.0029430028
60246		0.0042413075		0.0035271192
60247		0.0042406130		0.0040271776
60248		0.0042399046		0.0035818206
60249		0.0042393554		0.0033159207
60250		0.0042388126		0.0031434070
60251		0.0042381912		0.0032068315
60252		0.0042376875		0.0028886882
60253		0.0042372817		0.0026299789
60254		0.0042369985		0.0024102608
60255		0.0042367368		0.0023968359
60256		0.0042363986		0.0024937943
60257		0.0042360467		0.0028088734
60258		0.0042356578		0.0027776060
60259		0.0042353075		0.0024760570
60260		0.0042350738		0.0020260387
60261		0.0042349110		0.0017015925
60262		0.0042347645		0.0015145602
60263		0.0042346497		0.0015426440
60264		0.0042345327		0.0013798334
60265		0.0042344396		0.0015072698
60266		0.0042343259		0.0015551049
60267		0.0042341585		0.0016375157
60268		0.0042340062		0.0016569145
60269		0.0042338750		0.0014644311
60270		0.0042337795		0.0013351366
60271		0.0042336872		0.0014052524
60272		0.0042335289		0.0018315438
60273		0.0042333320		0.0023205694
60274		0.0042329750		0.0026842769
60275		0.0042326040		0.0029365117
60276		0.0042321599		0.0033058259
60277		0.0042316355		0.0033361642
60278		0.0042310767		0.0031951310
60279		0.0042304531		0.0035102662
60280		0.0042297539		0.0032607418
60281		0.0042291807		0.0031232580
60282		0.0042287518		0.0026421685
60283		0.0042283399		0.0025541640
60284		0.0042280083		0.0025349609
60285		0.0042277254		0.0022990557
60286		0.0042274586		0.0020933111
60287		0.0042272033		0.0024144527
60288		0.0042268309		0.0029319291
60289		0.0042262376		0.0038502752
60290		0.0042253881		0.0043187246
60291		0.0042244909		0.0038953044
60292		0.0042237806		0.0032717399
60293		0.0042233001		0.0032342507
60294		0.0042227812		0.0027263038
60295		0.0042224663		0.0020570336
60296		0.0042222515		0.0017954013
60297		0.0042220473		0.0016454904
60298		0.0042219279		0.0015075331
60299		0.0042218171		0.0013371748
60300		0.0042216996		0.0015367478
60301		0.0042215798		0.0015407376
60302		0.0042214746		0.0014637324
60303		0.0042213764		0.0014406233
60304		0.0042212358		0.0019275000
60305		0.0042210102		0.0021159399
60306		0.0042207149		0.0027139784
60307		0.0042202804		0.0029897264
60308		0.0042198052		0.0030828095
60309		0.0042192906		0.0032689549
60310		0.0042188282		0.0029596044
60311		0.0042183922		0.0029010216
60312		0.0042179881		0.0025960291
60313		0.0042176889		0.0021053224
60314		0.0042175322		0.0015791001
60315		0.0042174156		0.0015314528
60316		0.0042172716		0.0014863059
60317		0.0042171535		0.0016811065
60318		0.0042169935		0.0019140572
60319		0.0042167792		0.0022795525
60320		0.0042164806		0.0030452970
60321		0.0042158486		0.0038432651
60322		0.0042151423		0.0032957438
60323		0.0042145962		0.0029572705
60324		0.0042140158		0.0034820461
60325		0.0042134220		0.0034702050
60326		0.0042127372		0.0038719045
60327		0.0042118345		0.0035803556
60328		0.0042112656		0.0032852250
60329		0.0042108862		0.0026333932
60330		0.0042105820		0.0019610915
60331		0.0042104070		0.0015021172
60332		0.0042102964		0.0014751310
60333		0.0042101925		0.0014069353
60334		0.0042100859		0.0013646367
60335		0.0042100076		0.0010724209
60336		0.0042099487		0.0011703234
60337		0.0042098957		0.0009872838
60338		0.0042098241		0.0012681166
60339		0.0042097461		0.0013534419
60340		0.0042096385		0.0014983119
60341		0.0042095316		0.0014972903
60342		0.0042093900		0.0016396012
60343		0.0042092747		0.0014489258
60344		0.0042091563		0.0012085962
60345		0.0042090630		0.0014524335
60346		0.0042089429		0.0016038418
60347		0.0042087960		0.0016816516
60348		0.0042086204		0.0018405156
60349		0.0042084534		0.0020541973
60350		0.0042082539		0.0021728519
60351		0.0042079090		0.0025254878
60352		0.0042076061		0.0023029592
60353		0.0042073578		0.0023609874
60354		0.0042070598		0.0025673443
60355		0.0042066715		0.0030847075
60356		0.0042061963		0.0028714273
60357		0.0042057721		0.0032343643
60358		0.0042052459		0.0031809523
60359		0.0042047026		0.0029464064
60360		0.0042042942		0.0027578196
60361		0.0042039632		0.0024753948
60362		0.0042036932		0.0023434275
60363		0.0042034299		0.0020914791
60364		0.0042031868		0.0021025161
60365		0.0042029941		0.0019775893
60366		0.0042027785		0.0023454516
60367		0.0042024900		0.0024823835
60368		0.0042022206		0.0021546806
60369		0.0042019778		0.0020703214
60370		0.0042018040		0.0015913265
60371		0.0042016880		0.0011816439
60372		0.0042016146		0.0010775855
60373		0.0042015705		0.0009777822
60374		0.0042015162		0.0008596577
60375		0.0042014799		0.0008372206
60376		0.0042014406		0.0007730848
60377		0.0042014075		0.0008036360
60378		0.0042013734		0.0008719272
60379		0.0042013104		0.0012351662
60380		0.0042012195		0.0013108159
60381		0.0042011316		0.0013356757
60382		0.0042010326		0.0014701952
60383		0.0042008763		0.0018822648
60384		0.0042006928		0.0021526737
60385		0.0042003827		0.0026685931
60386		0.0041998966		0.0031956925
60387		0.0041994612		0.0029353166
60388		0.0041990194		0.0027879535
60389		0.0041986274		0.0025936926
60390		0.0041983151		0.0026043268
60391		0.0041979339		0.0024636883
60392		0.0041975949		0.0023997312
60393		0.0041973099		0.0022113134
60394		0.0041970941		0.0018478927
60395		0.0041969615		0.0016981375
60396		0.0041968361		0.0012489244
60397		0.0041967556		0.0009874929
60398		0.0041967101		0.0008449095
60399		0.0041966662		0.0009374534
60400		0.0041966292		0.0009337313
60401		0.0041965876		0.0009398786
60402		0.0041965421		0.0010087956
60403		0.0041964732		0.0011032088
