Iteration-index		e_normA		r_norm2
2744		0.1852634352		0.2301281330
2745		0.1851873322		0.2614576364
2746		0.1851009410		0.2777113790
2747		0.1850040072		0.2907889512
2748		0.1848811571		0.2862648236
2749		0.1847531115		0.3051561251
2750		0.1846531415		0.3011703706
2751		0.1845536682		0.2961739118
2752		0.1844348785		0.3609923722
2753		0.1842132882		0.4437903159
2754		0.1839527891		0.4409658696
2755		0.1836926353		0.4401615822
2756		0.1834745620		0.4841625895
2757		0.1832500064		0.4645884321
2758		0.1829742275		0.4809716119
2759		0.1826424045		0.4740225264
2760		0.1823629608		0.4881873065
2761		0.1820559759		0.5313430449
2762		0.1816250122		0.6092977955
2763		0.1811671361		0.5339753146
2764		0.1808853240		0.4015084738
2765		0.1807519641		0.3160211642
2766		0.1806572261		0.2658763988
2767		0.1805639430		0.2865861590
2768		0.1804726717		0.2618332807
2769		0.1803622887		0.2759631295
2770		0.1802698411		0.3183731200
2771		0.1801282330		0.3459525850
2772		0.1799295053		0.4090821825
2773		0.1797420099		0.4388732194
2774		0.1795495394		0.3836639619
2775		0.1793454200		0.3907136987
2776		0.1791279132		0.4084788799
2777		0.1788525526		0.4584579088
2778		0.1786251935		0.4779239563
2779		0.1783701971		0.4307627581
2780		0.1780833015		0.4416131300
2781		0.1777541595		0.4874320964
2782		0.1775210311		0.4203680345
2783		0.1773274746		0.3936338121
2784		0.1771650111		0.4036507979
2785		0.1769127707		0.4710978031
2786		0.1766325425		0.4672694666
2787		0.1764300893		0.3606583918
2788		0.1762991435		0.2514733594
2789		0.1762301746		0.2382800782
2790		0.1761739944		0.2127433724
2791		0.1761243079		0.1976202998
2792		0.1760859451		0.1813423525
2793		0.1760363265		0.2153740268
2794		0.1759565884		0.3294769010
2795		0.1757967162		0.3959306795
2796		0.1755390857		0.4663579709
2797		0.1752109136		0.5030089784
2798		0.1747857167		0.6152393763
2799		0.1743986307		0.5683808894
2800		0.1739755460		0.5142171968
2801		0.1736398529		0.4345331969
2802		0.1733835629		0.3827515670
2803		0.1731887647		0.3678261088
2804		0.1730187572		0.3782992429
2805		0.1728688468		0.3084819894
2806		0.1727779272		0.2421818072
2807		0.1727093336		0.2084167708
2808		0.1726428360		0.2255709849
2809		0.1725878810		0.2267155412
2810		0.1725124933		0.2430581755
2811		0.1724028057		0.3346951598
2812		0.1722327272		0.4536949964
2813		0.1719184062		0.5608938474
2814		0.1714482271		0.5748450313
2815		0.1710434344		0.5419530533
2816		0.1706837006		0.5644788363
2817		0.1703522900		0.5162731521
2818		0.1700033710		0.5065245222
2819		0.1697404034		0.4642068583
2820		0.1694995289		0.4092113791
2821		0.1692301937		0.4569523482
2822		0.1689725252		0.4765649557
2823		0.1687406877		0.3876776456
2824		0.1685746146		0.3660217645
2825		0.1684368259		0.3346509777
2826		0.1682576280		0.3820873506
2827		0.1680489144		0.4248812680
2828		0.1678395394		0.3704738749
2829		0.1676651968		0.3347046758
2830		0.1675105463		0.3692880323
2831		0.1673326897		0.4137696670
2832		0.1671351167		0.3155196591
2833		0.1670185413		0.2666972975
2834		0.1669568222		0.2121629750
2835		0.1669001741		0.2028571371
2836		0.1668490979		0.1882187843
2837		0.1668046891		0.1707727169
2838		0.1667695805		0.1732373658
2839		0.1667269996		0.1906980481
2840		0.1666540699		0.2201697576
2841		0.1665728677		0.2341471256
2842		0.1665085953		0.2155902023
2843		0.1664405021		0.2443112449
2844		0.1663537118		0.3010509942
2845		0.1662076831		0.3548592461
2846		0.1660574932		0.3684523494
2847		0.1658553439		0.3855578162
2848		0.1655755474		0.4496363282
2849		0.1652263918		0.5185702497
2850		0.1649257153		0.4439064898
2851		0.1647401968		0.3523181887
2852		0.1645771039		0.3061086717
2853		0.1644213961		0.3623121978
2854		0.1642639266		0.3654564676
2855		0.1641185511		0.3350821032
2856		0.1639560717		0.3234774908
2857		0.1637940873		0.3824020422
2858		0.1636190718		0.3759947030
2859		0.1634288746		0.3799230380
2860		0.1632284886		0.3768990812
2861		0.1629997375		0.4539830383
2862		0.1626894372		0.4273178584
2863		0.1624292801		0.3569164344
2864		0.1622870394		0.3099518349
2865		0.1621952380		0.2693456766
2866		0.1621195744		0.2088396072
2867		0.1620725800		0.1615477974
2868		0.1620417275		0.1417856313
2869		0.1620137923		0.1386620160
2870		0.1619874370		0.1613768311
2871		0.1619514993		0.1735860704
2872		0.1618838438		0.2268404607
2873		0.1617714977		0.2581005560
2874		0.1616385543		0.3027632668
2875		0.1614959577		0.3555492334
2876		0.1612910410		0.3956770993
2877		0.1610879820		0.3546650318
2878		0.1609087372		0.3237742012
2879		0.1607594332		0.3661342132
2880		0.1605539851		0.4112483014
2881		0.1603290620		0.3748861274
2882		0.1601807133		0.3143309065
2883		0.1600850378		0.2726038436
2884		0.1599897855		0.2587821140
2885		0.1599030641		0.2250608687
2886		0.1598398607		0.1834079177
2887		0.1597944466		0.1712389433
2888		0.1597566992		0.2006408598
2889		0.1596937628		0.2325016092
2890		0.1595986010		0.2592018278
2891		0.1594905453		0.2486963459
2892		0.1594091954		0.2478385347
2893		0.1593158644		0.2558311721
2894		0.1592168031		0.2603321776
2895		0.1591350239		0.2293227710
2896		0.1590452849		0.2606819362
2897		0.1589391223		0.3142939986
2898		0.1587789113		0.3305056120
2899		0.1586358386		0.3120699373
2900		0.1585180903		0.2738751510
2901		0.1584225022		0.2608816742
2902		0.1583370265		0.2650775630
2903		0.1582560186		0.2625622873
2904		0.1581635357		0.2716003297
2905		0.1580219260		0.3311356369
2906		0.1578243408		0.4070293992
2907		0.1575670287		0.4211286472
2908		0.1573265430		0.3694420936
2909		0.1571408512		0.3358841091
2910		0.1570191563		0.2933804676
2911		0.1569305572		0.2545324017
2912		0.1568478277		0.2107500016
2913		0.1567689145		0.2053983423
2914		0.1567041988		0.2382871266
2915		0.1566284337		0.2325821034
2916		0.1565590783		0.2261738817
2917		0.1565016066		0.1836311145
2918		0.1564538303		0.1870870604
2919		0.1564008394		0.2123204465
2920		0.1563179080		0.2725569152
2921		0.1562038647		0.3142773594
2922		0.1560632648		0.3369602222
2923		0.1558810533		0.3908235165
2924		0.1556275322		0.4085093970
2925		0.1554082434		0.3650861050
2926		0.1552673199		0.2748915378
2927		0.1551916192		0.2126338693
2928		0.1551431767		0.1643817532
2929		0.1551128032		0.1493985282
2930		0.1550880801		0.1177465058
2931		0.1550680455		0.1171173424
2932		0.1550479104		0.1286516372
2933		0.1550180640		0.1730957324
2934		0.1549640854		0.2160178721
2935		0.1548851198		0.2743853515
2936		0.1547766683		0.2718860855
2937		0.1546507719		0.2880910876
2938		0.1545097290		0.3230449559
2939		0.1543809204		0.2712229979
2940		0.1542618629		0.2888309843
2941		0.1541507383		0.2965380760
2942		0.1539849624		0.3351127610
2943		0.1538046697		0.3294909400
2944		0.1536827725		0.2712768032
2945		0.1535864655		0.2079932072
2946		0.1534968364		0.2515190284
2947		0.1534034618		0.2913034371
2948		0.1532581236		0.2903699772
2949		0.1530760471		0.3721204665
2950		0.1528038015		0.4543213317
2951		0.1524947505		0.5067288349
2952		0.1522291779		0.3784349139
2953		0.1520717085		0.2966897900
2954		0.1519594613		0.2590316947
2955		0.1518645093		0.2402770348
2956		0.1517909650		0.2027242805
2957		0.1517440922		0.1732310062
2958		0.1517113478		0.1572063108
2959		0.1516816759		0.1291991853
2960		0.1516580173		0.1241368960
2961		0.1516396466		0.1071926606
2962		0.1516249559		0.0983297114
2963		0.1516096473		0.1078405680
2964		0.1515895133		0.1372772351
2965		0.1515556612		0.1807253163
2966		0.1514995562		0.2159184171
2967		0.1514299869		0.2225325360
2968		0.1513319328		0.2727487123
2969		0.1512079911		0.2936842798
2970		0.1510797578		0.2806078191
2971		0.1509888253		0.2418440692
2972		0.1509143036		0.2556780610
2973		0.1508117330		0.2746909854
2974		0.1506962930		0.2802639630
2975		0.1505884136		0.2543773778
2976		0.1504982216		0.2799742065
2977		0.1504032878		0.2456290125
2978		0.1503000645		0.2439076052
2979		0.1502219860		0.2577592759
2980		0.1501408006		0.2563398287
2981		0.1500287980		0.3150951827
2982		0.1498141269		0.3950367455
2983		0.1495275489		0.3901390938
2984		0.1493487962		0.3174812990
2985		0.1492098035		0.2943710307
2986		0.1490947767		0.2629893215
2987		0.1490017966		0.2321759601
2988		0.1489565634		0.1554060277
2989		0.1489197493		0.1332074072
2990		0.1488942575		0.1498128697
2991		0.1488614770		0.1426045335
2992		0.1488291089		0.1475645362
2993		0.1487994944		0.1516983614
2994		0.1487623831		0.1562832652
2995		0.1487195078		0.1622212030
2996		0.1486868580		0.1578652498
2997		0.1486587073		0.1332162716
2998		0.1486337542		0.1356228037
2999		0.1486067483		0.1504145208
3000		0.1485701043		0.1605208350
3001		0.1485374676		0.1546214711
3002		0.1485035062		0.1480853267
3003		0.1484653884		0.1584218256
3004		0.1484236558		0.1595535784
3005		0.1483956684		0.1248953896
3006		0.1483709031		0.1164875309
3007		0.1483479789		0.1384226682
3008		0.1483127574		0.1704768687
3009		0.1482686228		0.1871271781
3010		0.1481982429		0.2197181416
3011		0.1481093392		0.2535861027
3012		0.1479949800		0.2674784210
3013		0.1478770165		0.2668657801
3014		0.1477559059		0.2928881276
3015		0.1476099553		0.3510997146
3016		0.1473910150		0.4310812395
3017		0.1470614698		0.4489350603
3018		0.1468187534		0.3554335335
3019		0.1466914694		0.2157447714
3020		0.1466301537		0.1576566142
3021		0.1465935951		0.1555462338
3022		0.1465673565		0.1180409470
3023		0.1465478689		0.0990804140
3024		0.1465314216		0.1044902496
3025		0.1465057437		0.1361847631
3026		0.1464801326		0.1271265720
3027		0.1464599929		0.1079232246
3028		0.1464457533		0.1067017471
3029		0.1464301468		0.1108022796
3030		0.1464023453		0.1480378948
3031		0.1463675839		0.1521373516
3032		0.1463289464		0.1468286559
3033		0.1462996218		0.1570313648
3034		0.1462638841		0.1432904407
3035		0.1462367818		0.1168353569
3036		0.1462192850		0.0982711228
3037		0.1462067496		0.0888020315
3038		0.1461889382		0.1151689574
3039		0.1461605923		0.1582591017
3040		0.1461125911		0.1901402109
3041		0.1460577555		0.2083927770
3042		0.1459764372		0.2622675189
3043		0.1458694988		0.3168544388
3044		0.1456858449		0.3499187919
3045		0.1455170610		0.3054589470
3046		0.1453898259		0.2671380501
3047		0.1452686649		0.2934754874
3048		0.1451279843		0.2894304002
3049		0.1450176614		0.2469701306
3050		0.1449600560		0.1686813029
3051		0.1449143912		0.1499607861
3052		0.1448824142		0.1484179440
3053		0.1448564141		0.1203547397
3054		0.1448333548		0.1250664281
3055		0.1448035680		0.1522826574
3056		0.1447700152		0.1730134116
3057		0.1447144511		0.1856786227
3058		0.1446582755		0.1970009299
3059		0.1446111179		0.1559676956
3060		0.1445793497		0.1511029460
3061		0.1445536226		0.1315731926
3062		0.1445307448		0.1141742820
3063		0.1445102332		0.0999493127
3064		0.1444939424		0.1082235751
3065		0.1444750164		0.1134650113
3066		0.1444588080		0.1043419935
3067		0.1444454225		0.0763839237
3068		0.1444377685		0.0755131547
3069		0.1444290576		0.0893642902
3070		0.1444143042		0.1083709418
3071		0.1443944885		0.1106597909
3072		0.1443729784		0.1273103830
3073		0.1443495346		0.1527078616
3074		0.1443113859		0.1582411365
3075		0.1442736931		0.1353942132
3076		0.1442416983		0.1282943431
3077		0.1442098680		0.1650258329
3078		0.1441635373		0.1625461777
3079		0.1441161990		0.1746155654
3080		0.1440794462		0.1600163786
3081		0.1440314193		0.1994895506
3082		0.1439771144		0.2219310496
3083		0.1438818212		0.2601246918
3084		0.1437815842		0.2684121949
3085		0.1436770709		0.2732716066
3086		0.1435507454		0.2974211503
3087		0.1434084155		0.3003290589
3088		0.1433021042		0.2581474097
3089		0.1432171562		0.1979381547
3090		0.1431474486		0.1909500342
3091		0.1431056170		0.1608379613
3092		0.1430783008		0.1093729754
3093		0.1430625189		0.0853165338
3094		0.1430531638		0.0726518562
3095		0.1430458539		0.0647145078
3096		0.1430387511		0.0699458644
3097		0.1430320696		0.0707395735
3098		0.1430248950		0.0744347859
3099		0.1430154486		0.0871427573
3100		0.1429973386		0.1189155910
3101		0.1429746082		0.1247415523
3102		0.1429481864		0.1165183381
3103		0.1429264353		0.1306602847
3104		0.1428953995		0.1543892088
3105		0.1428545254		0.1576445140
3106		0.1428228385		0.1418392100
3107		0.1427995461		0.1311548049
3108		0.1427690070		0.1273732567
3109		0.1427385171		0.1430280244
3110		0.1427141642		0.1217269819
3111		0.1426887424		0.1240179949
3112		0.1426561696		0.1684310092
3113		0.1425953035		0.2190984021
3114		0.1425071564		0.2321429639
3115		0.1424365012		0.2084607923
3116		0.1423543964		0.2437599792
3117		0.1422548215		0.2269090811
3118		0.1421637535		0.1953091872
3119		0.1421175936		0.1811363827
3120		0.1420728723		0.1770417293
3121		0.1420276110		0.1478655094
3122		0.1420001448		0.1223478276
3123		0.1419819766		0.0996032279
3124		0.1419671212		0.1061190769
3125		0.1419503045		0.1024340762
3126		0.1419302021		0.1083857242
3127		0.1419091682		0.1237531727
3128		0.1418856799		0.1406050987
3129		0.1418564902		0.1358871883
3130		0.1418259442		0.1274941540
3131		0.1418064878		0.0923572179
3132		0.1417962546		0.0728288330
3133		0.1417888075		0.0775239549
3134		0.1417797058		0.0854224091
3135		0.1417628290		0.1012356860
3136		0.1417464455		0.1128644849
3137		0.1417192309		0.1378003726
3138		0.1416806465		0.1730586117
3139		0.1416377763		0.1443456635
3140		0.1416088551		0.1189146940
3141		0.1415937461		0.1031724462
3142		0.1415770460		0.1089075454
3143		0.1415583779		0.1200922061
3144		0.1415350047		0.1151873469
3145		0.1415183335		0.1119799364
3146		0.1414982962		0.1062459455
3147		0.1414742985		0.1320545529
3148		0.1414464609		0.1174038731
3149		0.1414242448		0.1227453828
3150		0.1413950555		0.1385488804
3151		0.1413468889		0.1790579620
3152		0.1413004092		0.1771426049
3153		0.1412606306		0.1291846434
3154		0.1412300380		0.1452013887
3155		0.1412028566		0.1478886021
3156		0.1411771166		0.1184350792
3157		0.1411556745		0.1085308967
3158		0.1411388410		0.1081150448
3159		0.1411172125		0.0989643320
3160		0.1411005581		0.0888066459
3161		0.1410874741		0.0898879387
3162		0.1410746547		0.1044312159
3163		0.1410542586		0.1283313419
3164		0.1410207237		0.1813703212
3165		0.1409675988		0.2119216530
3166		0.1408911285		0.2343435755
3167		0.1407932624		0.2480944241
3168		0.1406822173		0.2370384146
3169		0.1406121950		0.2025356182
3170		0.1405554329		0.1426988650
3171		0.1405169590		0.1704325930
3172		0.1404826196		0.1592148732
3173		0.1404485710		0.1331834470
3174		0.1404274338		0.0989047701
3175		0.1404141501		0.0970763708
3176		0.1403988472		0.0858132418
3177		0.1403879369		0.0849874989
3178		0.1403779318		0.0775784350
3179		0.1403674872		0.0900062872
3180		0.1403546755		0.1015868090
3181		0.1403393517		0.0939373154
3182		0.1403275757		0.0794444230
3183		0.1403196554		0.0688288721
3184		0.1403115965		0.0676490112
3185		0.1403041239		0.0657977641
3186		0.1402979688		0.0600323711
3187		0.1402906792		0.0772704630
3188		0.1402790450		0.1119128029
3189		0.1402487442		0.1433258429
3190		0.1402060401		0.1800923102
3191		0.1401601949		0.1684244790
3192		0.1400978365		0.1978991970
3193		0.1400375598		0.1731228597
3194		0.1399906971		0.1560453490
3195		0.1399593717		0.1475554013
3196		0.1399084474		0.1856463783
3197		0.1398346605		0.2264299676
3198		0.1397614170		0.1747441852
3199		0.1397166040		0.1656177650
3200		0.1396835353		0.1408964818
3201		0.1396497361		0.1370070275
3202		0.1396296329		0.1023481770
3203		0.1396129032		0.0914179068
3204		0.1395962445		0.1231265794
3205		0.1395742243		0.1134012126
3206		0.1395580828		0.0944231056
3207		0.1395476622		0.0712672940
3208		0.1395381016		0.0817144364
3209		0.1395249571		0.0861419409
3210		0.1395128878		0.0970964380
3211		0.1395015502		0.0879625294
3212		0.1394808785		0.1265657925
3213		0.1394558243		0.1282940795
3214		0.1394300012		0.1151878584
3215		0.1394174757		0.0862510885
3216		0.1394057026		0.0707271996
3217		0.1393982919		0.0675793434
3218		0.1393924095		0.0563304333
3219		0.1393877656		0.0589817093
3220		0.1393810320		0.0707669467
3221		0.1393711837		0.0899419903
3222		0.1393588509		0.0878559480
3223		0.1393429631		0.1043688646
3224		0.1393278849		0.1021919460
3225		0.1393046721		0.1225009068
3226		0.1392747525		0.1612019659
3227		0.1392224106		0.2022828405
3228		0.1391642570		0.1896096385
3229		0.1391034810		0.1572943910
3230		0.1390546305		0.1826839538
3231		0.1390123736		0.1601473392
3232		0.1389779553		0.1397885766
3233		0.1389573831		0.1045644144
3234		0.1389327729		0.1284594915
3235		0.1389104438		0.1184986407
3236		0.1388915322		0.0943290433
3237		0.1388811636		0.0793210323
3238		0.1388670855		0.0796002575
3239		0.1388575289		0.0841343208
3240		0.1388478517		0.0760258352
3241		0.1388364955		0.0949731548
3242		0.1388248729		0.0887804257
3243		0.1388095068		0.0843620767
3244		0.1388007290		0.0834980229
3245		0.1387922486		0.0678378948
3246		0.1387840059		0.0813990917
3247		0.1387699133		0.0933571435
3248		0.1387546842		0.1144200289
3249		0.1387363087		0.1063606299
3250		0.1387188178		0.1233417592
3251		0.1386902800		0.1177919938
3252		0.1386677709		0.1226493102
3253		0.1386512979		0.1061222350
3254		0.1386291763		0.1341648583
3255		0.1385982259		0.1377903792
3256		0.1385683805		0.1112849713
3257		0.1385498126		0.1171831560
3258		0.1385286508		0.1210370890
3259		0.1385077657		0.1058081472
3260		0.1384925779		0.0962748212
3261		0.1384821510		0.0942900682
3262		0.1384619662		0.1086222244
3263		0.1384266598		0.1506396060
3264		0.1383935677		0.1331294088
3265		0.1383570186		0.1288379365
3266		0.1383272148		0.1555198235
3267		0.1382939266		0.1283975054
3268		0.1382705073		0.1188099861
3269		0.1382511116		0.1126488577
3270		0.1382302080		0.1183274307
3271		0.1382126927		0.0978106577
3272		0.1381981849		0.0812832936
3273		0.1381899154		0.0812618730
3274		0.1381773132		0.0801678828
3275		0.1381657394		0.0847688820
3276		0.1381549417		0.0774660377
3277		0.1381432175		0.0938681613
3278		0.1381301240		0.0828082755
3279		0.1381211367		0.0761937341
3280		0.1381153938		0.0513450923
3281		0.1381111825		0.0530525801
3282		0.1381063394		0.0581734805
3283		0.1381006175		0.0633962799
3284		0.1380955111		0.0608613322
3285		0.1380852761		0.0877817603
3286		0.1380672315		0.1435849834
3287		0.1380285323		0.1507232717
3288		0.1379862410		0.1666636709
3289		0.1379432029		0.1652411415
3290		0.1378903355		0.1929553255
3291		0.1378430291		0.1577354439
3292		0.1378050720		0.1555279958
3293		0.1377602940		0.1688247385
3294		0.1377038295		0.1753587455
3295		0.1376643420		0.1383732036
3296		0.1376405601		0.0988438531
3297		0.1376235641		0.1037352676
3298		0.1376031246		0.1115230841
3299		0.1375780258		0.1277757175
3300		0.1375540306		0.1153604539
3301		0.1375309264		0.1153181859
3302		0.1375113426		0.0894435677
3303		0.1374977732		0.0577121347
3304		0.1374929807		0.0437785863
3305		0.1374899116		0.0531964069
3306		0.1374857922		0.0554858688
3307		0.1374799170		0.0584785939
3308		0.1374738041		0.0663602191
3309		0.1374635597		0.0966496592
3310		0.1374488938		0.1025598981
3311		0.1374311077		0.0970432951
3312		0.1374136102		0.0990443825
3313		0.1373942225		0.1138619250
3314		0.1373678556		0.1160439628
3315		0.1373498975		0.1015431276
3316		0.1373339342		0.0997418170
3317		0.1373179567		0.1124721636
3318		0.1372939539		0.1201083068
3319		0.1372739002		0.1171809757
3320		0.1372420123		0.1439323477
3321		0.1372062252		0.1691021314
3322		0.1371450918		0.1534651332
3323		0.1371112443		0.1527695656
3324		0.1370802405		0.1266401882
3325		0.1370515557		0.1433668560
3326		0.1370230661		0.1314448807
3327		0.1369965096		0.1353453336
3328		0.1369729441		0.1390245306
3329		0.1369386330		0.1386314524
3330		0.1369012238		0.1283972274
3331		0.1368767208		0.1019450083
3332		0.1368619580		0.1056130510
3333		0.1368460051		0.1032352736
3334		0.1368304194		0.0876201922
3335		0.1368215639		0.0672408830
3336		0.1368156293		0.0662456565
3337		0.1368067074		0.0663691180
3338		0.1367996929		0.0570047304
3339		0.1367954883		0.0462303585
3340		0.1367923254		0.0493981696
3341		0.1367875197		0.0601116313
3342		0.1367812728		0.0671275861
3343		0.1367752736		0.0691164199
3344		0.1367671700		0.0725499406
3345		0.1367555345		0.0862058270
3346		0.1367436682		0.0793667871
3347		0.1367322959		0.0908069658
3348		0.1367141425		0.1170095196
3349		0.1366813616		0.1689529474
3350		0.1366439340		0.1535477561
3351		0.1366088436		0.1436073588
3352		0.1365747749		0.1611522675
3353		0.1365353083		0.1434322981
3354		0.1365054891		0.1277817976
3355		0.1364858526		0.1063431015
3356		0.1364657250		0.1185266341
3357		0.1364371957		0.1377946842
3358		0.1364006101		0.1737343872
3359		0.1363625511		0.1546081636
3360		0.1363131368		0.1721094711
3361		0.1362665481		0.1771595590
3362		0.1362220489		0.1245287211
3363		0.1361993886		0.0946560737
3364		0.1361876115		0.0840329967
3365		0.1361714087		0.0936980252
3366		0.1361589772		0.0902017138
3367		0.1361470738		0.0903751199
3368		0.1361350718		0.0942179518
3369		0.1361189526		0.0913619968
3370		0.1361081118		0.0721813022
3371		0.1361003173		0.0742612277
3372		0.1360912879		0.0831010678
3373		0.1360787343		0.0871134294
3374		0.1360665017		0.0763818024
3375		0.1360596893		0.0730343209
3376		0.1360526537		0.0600828838
3377		0.1360462885		0.0551557541
3378		0.1360415429		0.0530641881
3379		0.1360376613		0.0528082837
3380		0.1360327334		0.0601377239
3381		0.1360260892		0.0704737018
3382		0.1360171157		0.0763390343
3383		0.1360073083		0.0740485091
3384		0.1359965832		0.0890879061
3385		0.1359782741		0.1082821327
3386		0.1359517873		0.1342768588
3387		0.1359219646		0.1496864561
3388		0.1358807563		0.1827541361
3389		0.1358277548		0.1507503948
3390		0.1357956713		0.1313149558
3391		0.1357679338		0.1399872585
3392		0.1357290729		0.1746749957
3393		0.1356745691		0.1709671546
3394		0.1356148043		0.1789712020
3395		0.1355650014		0.1915281300
3396		0.1355117409		0.1799280346
3397		0.1354701851		0.1380567112
3398		0.1354453699		0.0992564366
3399		0.1354292844		0.1026554901
3400		0.1354160824		0.0798601505
3401		0.1354057001		0.0639354810
3402		0.1354013975		0.0451083992
3403		0.1353983314		0.0427416203
3404		0.1353962470		0.0365253358
3405		0.1353938789		0.0353374461
3406		0.1353915678		0.0424421117
3407		0.1353876257		0.0632373509
3408		0.1353762464		0.0958939081
3409		0.1353547694		0.1193657163
3410		0.1353236138		0.1557003453
3411		0.1352744022		0.1761314358
3412		0.1352297197		0.1564704851
3413		0.1352028440		0.1133432697
3414		0.1351754474		0.1383195950
3415		0.1351403540		0.1659454417
3416		0.1350884287		0.1707834710
3417		0.1350375825		0.1802673713
3418		0.1349940893		0.1930215899
3419		0.1349445881		0.1498888665
3420		0.1349066863		0.1138322758
3421		0.1348917625		0.0829940499
3422		0.1348806450		0.0753844190
3423		0.1348718506		0.0702970063
3424		0.1348627539		0.0643575057
3425		0.1348574146		0.0532546266
3426		0.1348528632		0.0520526774
3427		0.1348491007		0.0494343504
3428		0.1348451706		0.0476836903
3429		0.1348419465		0.0443448509
3430		0.1348380258		0.0531719845
3431		0.1348328782		0.0642049408
3432		0.1348256867		0.0634357612
3433		0.1348202639		0.0592356558
3434		0.1348143620		0.0595867158
3435		0.1348078345		0.0682643363
3436		0.1348015699		0.0623875488
3437		0.1347944869		0.0768467291
3438		0.1347835787		0.0952343238
3439		0.1347655644		0.1256105983
3440		0.1347350305		0.1243344579
3441		0.1347061642		0.1480892984
3442		0.1346728510		0.1425772413
3443		0.1346416294		0.1483905835
3444		0.1346107969		0.1279735407
3445		0.1345797891		0.1582374243
3446		0.1345362292		0.1806512470
3447		0.1344757520		0.1734442830
3448		0.1344366806		0.1491119156
3449		0.1344091403		0.1110209155
3450		0.1343897756		0.0958420132
3451		0.1343745003		0.0879732002
3452		0.1343606355		0.0854456084
3453		0.1343492714		0.0785812801
3454		0.1343400289		0.0711935587
3455		0.1343316839		0.0581122873
3456		0.1343278838		0.0451336218
3457		0.1343252871		0.0374054068
3458		0.1343233811		0.0386662105
3459		0.1343206420		0.0396967088
3460		0.1343181744		0.0431235186
3461		0.1343141360		0.0543583144
3462		0.1343075248		0.0720947948
3463		0.1342995163		0.0714743318
3464		0.1342915993		0.0638115639
3465		0.1342819264		0.0769199205
3466		0.1342668704		0.1021484468
3467		0.1342524989		0.0987985773
3468		0.1342342660		0.1102455372
3469		0.1342126802		0.1344633230
3470		0.1341840454		0.1275789985
3471		0.1341617238		0.1173808823
3472		0.1341350904		0.1360054729
3473		0.1341012027		0.1660269449
3474		0.1340412301		0.1764834266
3475		0.1339946991		0.1779684750
3476		0.1339495542		0.1558683042
3477		0.1339228469		0.1213860077
3478		0.1339050970		0.0807271135
3479		0.1338983033		0.0483064072
3480		0.1338944449		0.0436535678
3481		0.1338902094		0.0536356424
3482		0.1338852077		0.0542374805
3483		0.1338804684		0.0493748399
3484		0.1338766515		0.0486441162
3485		0.1338723456		0.0447455040
3486		0.1338689846		0.0415997855
3487		0.1338665805		0.0389836864
3488		0.1338634478		0.0444590344
3489		0.1338581062		0.0557289792
3490		0.1338536104		0.0576547322
3491		0.1338478806		0.0551745555
3492		0.1338430510		0.0644539562
3493		0.1338319734		0.0828967870
3494		0.1338160004		0.1060671550
3495		0.1337913449		0.1377848141
3496		0.1337485377		0.1965194549
3497		0.1336766157		0.2079846601
3498		0.1336311751		0.1544413317
3499		0.1335899065		0.1253486650
3500		0.1335599903		0.1361297330
3501		0.1335330212		0.1133218723
3502		0.1335165056		0.1026564128
3503		0.1335010334		0.0946700450
3504		0.1334862210		0.0959705442
3505		0.1334754360		0.0786829405
3506		0.1334678128		0.0600677433
3507		0.1334623844		0.0554729445
3508		0.1334573802		0.0503551972
3509		0.1334546425		0.0405862678
3510		0.1334521539		0.0371438407
3511		0.1334498694		0.0409184538
3512		0.1334469249		0.0449601142
3513		0.1334432494		0.0410995051
3514		0.1334400014		0.0514374413
3515		0.1334355439		0.0532774860
3516		0.1334293579		0.0646902007
3517		0.1334213224		0.0723620627
3518		0.1334125686		0.0878823153
3519		0.1333974605		0.0898499919
3520		0.1333818485		0.0937159691
3521		0.1333689715		0.0789166961
3522		0.1333568182		0.0967779964
3523		0.1333379895		0.1197681818
3524		0.1332973165		0.1652181712
3525		0.1332428161		0.1794675939
3526		0.1331836080		0.1839933151
3527		0.1331381427		0.1568646989
3528		0.1331076272		0.1154327628
3529		0.1330918371		0.0877507555
3530		0.1330825007		0.0737874827
3531		0.1330744224		0.0825639468
3532		0.1330617125		0.0776446123
3533		0.1330538344		0.0612280219
3534		0.1330484443		0.0457895075
3535		0.1330451959		0.0472236924
3536		0.1330421338		0.0394863573
3537		0.1330399139		0.0361216250
3538		0.1330375581		0.0446523938
3539		0.1330339319		0.0475568854
3540		0.1330295873		0.0484900487
3541		0.1330266395		0.0430390904
3542		0.1330220087		0.0559037559
3543		0.1330162399		0.0646507993
3544		0.1330109685		0.0545075679
3545		0.1330050942		0.0663547712
3546		0.1329959922		0.0830340933
3547		0.1329802675		0.0966273330
3548		0.1329643266		0.1005451450
3549		0.1329452332		0.1279628775
3550		0.1329166321		0.1281938249
3551		0.1328880432		0.1187882484
3552		0.1328669774		0.0934758683
3553		0.1328527447		0.0863223442
3554		0.1328444207		0.0657906226
3555		0.1328364324		0.0637431830
3556		0.1328313495		0.0628346211
3557		0.1328226809		0.0730034345
3558		0.1328144335		0.0707846473
3559		0.1328060871		0.0713903632
3560		0.1327987623		0.0696474800
3561		0.1327896001		0.0788771474
3562		0.1327799841		0.0819054067
3563		0.1327706459		0.0783338869
3564		0.1327590714		0.0737974679
3565		0.1327474258		0.0918708912
